,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score,appid,Tags,description
1872,Death and Taxes,"20 Feb, 2020",Placeholder Gameworks,Placeholder Gameworks,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",1199.0,"['English', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,,,,0.8556494832200862,1166290,"['Simulation', 'Story Rich', 'Point & Click', 'Strategy', 'Choices Matter', 'Puzzle', 'Replay Value', 'Multiple Endings', 'Casual', 'Choose Your Own Adventure', 'Interactive Fiction', 'Adventure', 'Narrative', 'Atmospheric', 'Indie', 'Dark Comedy', '2D', 'Conversation', 'Character Customization', 'Singleplayer']","In this 2D, short narrative-based game, you assume the role of the Grim Reaper... on an office job. Your job is to decide which people are going to live or die. The consequences of your choices are yours to bear, while the mystery of your incarnation awaits revelation!"
1873,Hammerwatch,"12 Aug, 2013",Crackshell,Crackshell,"['Action', 'Adventure', 'Indie', 'RPG']",899.0,['English'],0.0,0.0,1.0,,,,0.8686175337626089,239070,"['Dungeon Crawler', 'Indie', 'RPG', 'Co-op', 'Pixel Graphics', 'Action', 'Local Co-Op', 'Online Co-Op', 'Adventure', 'Hack and Slash', 'Retro', 'Fantasy', 'Multiplayer', '2D', '4 Player Local', 'Top-Down', 'Singleplayer', 'Local Multiplayer', 'Roguelike', 'Level Editor']","A hack and slash action adventure, set in a fantasy pixel art environment. Play solo or co-op in this adventure from bottom to top of Castle Hammerwatch. Kill hordes of enemies with varied looks and features through four unique environments with traps, hidden secrets and puzzles."
1874,Ultimate Epic Battle Simulator 2,"12 May, 2022",Brilliant Game Studios,Brilliant Game Studios,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",1679.0,['English'],0.0,1.0,1.0,,,,0.848043468917331,1468720,"['Early Access', 'Simulation', 'Action', 'Strategy', 'Sandbox', 'God Game', 'RTS', 'Grand Strategy', 'Wargame', 'Choose Your Own Adventure', 'Real Time Tactics', 'Exploration', '3D', 'Hack and Slash', 'Cinematic', 'Colorful', 'First-Person', 'Realistic', 'Third Person', 'Top-Down']","Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion"
1875,Men of War: Assault Squad,"24 Feb, 2011",Digitalmindsoft,Fulqrum Publishing,['Strategy'],999.0,"['English', 'Russian', 'Italian', 'Spanish - Spain', 'French', 'German', 'Polish']",1.0,0.0,1.0,,,,0.8522011685974601,64000,"['Strategy', 'World War II', 'Tactical', 'War', 'RTS', 'Multiplayer', 'Military', 'Realistic', 'Real Time Tactics', 'Action', 'Co-op', 'Historical', 'Simulation', 'Moddable', 'Tanks', 'Destruction', 'Singleplayer', 'Level Editor', 'Epic', 'Sandbox']","Men of War: Assault Squad features a completely new cooperative skirmish game mode with access to five different nations (Russia, Germany, USA, Commonwealth and, for the first time ever in the Men of War series, Japan) as well as increased realism and accessibility."
1876,Expeditions: Rome,"20 Jan, 2022",Logic Artists,THQ Nordic,"['RPG', 'Strategy']",4499.0,"['English', 'French', 'German', 'Simplified Chinese', 'Japanese', 'Polish', 'Russian', 'Spanish - Spain']",1.0,1.0,1.0,,,,0.858661158735603,987840,"['RPG', 'Strategy', 'Party-Based RPG', 'Turn-Based Strategy', 'CRPG', 'Rome', 'Turn-Based Tactics', 'Tactical RPG', '3D', 'Top-Down', 'Historical', 'Atmospheric', 'Tactical', 'Choices Matter', 'Story Rich', 'Turn-Based Combat', 'Singleplayer', 'Female Protagonist', 'Turn-Based', 'Character Customization']","Determine the destiny of Rome as you conquer foreign lands and navigate political intrigue in this turn-based RPG. Directly fight with your party of Praetorians, guide your legion to victory, and choose your own path in a story where every decision matters. How will you shape the future of Rome?"
1877,Project Warlock,"6 Dec, 2018",Buckshot Software,Retrovibe,"['Action', 'Indie']",11.0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.8432546240375013,893680,"['FPS', 'Retro', 'Pixel Graphics', 'Blood', 'Indie', 'Gore', 'Action', 'Great Soundtrack', 'Fast-Paced', 'Old School', 'Dark Fantasy', 'Shooter', 'Violent', 'Singleplayer', 'RPG', 'Demons', 'Classic', 'First-Person', 'Nudity', 'Looter Shooter']","Project Warlock is a first-person shooter that fans of Doom, Hexen, and Wolfenstein cannot miss. It serves you an exploding cocktail of bullets, spells, and monsters. Battle through 60 levels of non-stop action, packed with bloodthirsty enemies and challenging bosses."
1878,Mount & Blade: Warband - Napoleonic Wars,"19 Apr, 2012",TaleWorlds Entertainment,TaleWorlds Entertainment,"['Action', 'RPG']",999.0,"['English', 'French', 'German', 'Spanish - Spain', 'Turkish', 'Simplified Chinese', 'Traditional Chinese', 'Czech', 'Polish']",0.0,0.0,0.0,,,,0.8592846615348165,48705,"['Action', 'Historical', 'Multiplayer', 'RPG', 'War', 'First-Person', 'Third Person', 'Strategy', 'Tactical', 'Singleplayer', 'Simulation', 'Shooter', 'Horses', 'Military', 'Massively Multiplayer', 'Adventure', 'PvP', 'Realistic', 'Great Soundtrack', 'Open World']",Napoleonic Wars is a multiplayer DLC expansion pack for Mount &amp; Blade: Warband featuring the final years of the French Empire’s struggle to remain the dominant power of Western Europe in the early 19th century.
1879,Warpips,"21 Apr, 2022",Skirmish Mode Games,Daedalic Entertainment,"['Action', 'Indie', 'Strategy']",1499.0,"['English', 'French', 'German', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Spanish - Spain', 'Korean']",1.0,0.0,1.0,,,,0.8533060379696088,1291010,"['Strategy', 'Tower Defense', 'RTS', 'War', 'Resource Management', 'Auto Battler', 'Tactical', 'Singleplayer', 'Indie', 'Pixel Graphics', '2.5D', 'Base Building', 'Combat', 'Early Access', 'Wargame', 'Action', 'Vehicular Combat', 'Stylized', 'Real Time Tactics', '3D']","Warpips is the ultimate quick to learn but amazingly deep tug-of-war strategy game. Deploy the right composition of soldiers, tanks, helicopters and planes in this tight, streamlined strategy-focused war game. Compose the best army, research the right tech; overwhelm your enemy!"
1880,Curious Expedition 2,"28 Jan, 2021",Maschinen-Mensch,Thunderful Publishing,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",1999.0,"['English', 'Simplified Chinese', 'French', 'German', 'Japanese', 'Korean', 'Spanish - Spain', 'Russian', 'Traditional Chinese']",1.0,0.0,1.0,,,,0.8593361735672641,1040230,"['Turn-Based', 'Tabletop', 'Comic Book', 'Turn-Based Strategy', 'Board Game', 'Colorful', 'Turn-Based Combat', 'LGBTQ+', 'Story Rich', 'Singleplayer', 'Exploration', 'Roguelite', 'Strategy RPG', 'RPG', 'Strategy', 'Roguelike', 'Dinosaurs', 'Deckbuilding', '2D', 'Procedural Generation']",Curious Expedition 2 is a turn-based narrative roguelike set in a reimagined version of the late 19th century that uses procedural gameplay and story elements to create completely unique and epic adventures every time you play.
1881,Borderless Gaming,"23 Jul, 2015",AndrewMD5,AndrewMD5,['Utilities'],399.0,"['English', 'German', 'Russian', 'French', 'Simplified Chinese', 'Spanish - Spain', 'Korean', 'Polish', 'Traditional Chinese', 'Japanese', 'Ukrainian']",1.0,0.0,1.0,,,,0.850081326145531,388080,"['Utilities', 'Software', 'Indie']",Play your favorite games in a borderless window; no more time consuming alt-tabs or the risk of crashing.
1882,Home Sweet Home,"27 Sep, 2017","YGGDRAZIL GROUP CO.,LTD","YGGDRAZIL GROUP CO.,LTD","['Adventure', 'Indie']",1579.0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Thai']",0.0,0.0,1.0,,,,0.8409611588078162,617160,"['Horror', 'Adventure', 'Indie', 'Survival Horror', 'Multiplayer', 'Singleplayer', 'First-Person', 'Psychological Horror', 'VR', 'Gore', 'Atmospheric', 'Puzzle', 'Story Rich', 'Walking Simulator', 'Dark', 'Action', 'Episodic', 'Dating Sim', 'Co-op', 'Nudity']","Home Sweet Home is a first-person horror adventure game based on Thai myths and beliefs. The core gameplay focuses on storytelling and stealth to avoid perilous spirits hunting you. Moreover, few puzzles are added into the game, making gameplay more various."
1883,A Little to the Left,"8 Nov, 2022",Max Inferno,Secret Mode,"['Casual', 'Indie']",1499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",1.0,0.0,1.0,,,,0.8533246556050562,1629520,"['Puzzle', 'Wholesome', 'Casual', 'Relaxing', 'Cute', 'Funny', '2D', 'Colorful', 'Cats', 'Logic', 'Hand-drawn', 'Singleplayer', 'Indie', 'Cozy', 'Hidden Object', 'Linear', 'Family Friendly', 'Pixel Graphics', 'Multiplayer', 'Free to Play']","A Little to the Left is a cozy puzzle game that has you sort, stack, and organize household items into pleasing arrangements while you keep an eye out for a mischievous cat with an inclination for chaos. Check out this playful and intuitive puzzler with 75+ satisfying messes to tidy."
1884,Disgaea 5 Complete,"22 Oct, 2018","Nippon Ichi Software, Inc.","NIS America, Inc.","['RPG', 'Strategy']",3999.0,"['English', 'French', 'Japanese', 'Korean', 'Traditional Chinese']",1.0,0.0,1.0,,,,0.8501481802470744,803600,"['Strategy', 'RPG', 'JRPG', 'Turn-Based Tactics', 'Anime', 'Turn-Based', 'Tactical RPG', 'Strategy RPG', 'Singleplayer', 'Turn-Based Strategy', 'Tactical', 'Turn-Based Combat', 'Fantasy', 'Character Customization', 'Comedy', 'Action', 'Replay Value', 'Adventure', 'Sexual Content', 'Nudity']","The nefarious Overlord Void Dark seeks to enslave countless Netherworlds...and only the young demon Killia can stop him! Assemble your tenacious army of rebels and unleash vengeance in this hell-raising adventure! The stakes are high, the damage cap is higher, and the destruction is limitless!"
1885,Battle Realms: Zen Edition,"3 Dec, 2019",Ed Del Castillo,Ed Del Castillo,"['Action', 'Strategy', 'Early Access']",819.0,['English'],0.0,0.0,1.0,,,,0.8433018101819914,1025600,"['Strategy', 'Action', 'RTS', 'Early Access', 'Classic', 'Fantasy', 'Multiplayer', 'Fast-Paced']","Return of the Classic, now remastered! Battle Realms is a fantasy RTS inspired by the stories told in martial- arts movies and oriental mythology. Develop your peasants into a highly trained and deadly efficient clan of warriors who are ready to die with your name on their lips."
1886,Survivalist: Invisible Strain,"1 Jun, 2020",Bob,Ginormocorp Holdings Ltd,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",975.0,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Italian', 'Hungarian', 'Turkish', 'French', 'German', 'Spanish - Latin America', 'Lithuanian', 'Russian', 'Ukrainian']",0.0,1.0,1.0,,,,0.8450524891440128,1054510,"['RPG', 'Zombies', 'Survival', 'Strategy', 'Action', 'Indie', 'Adventure', 'Simulation', 'Base Building', 'Sandbox', 'Open World', 'Post-apocalyptic', 'Violent', 'Co-op', 'Early Access', 'Character Customization', 'Choices Matter', 'Hunting', 'Stealth', 'Multiplayer']","It's ten years since the infection started. Long-established settlements are collapsing, one by one, for unknown reasons. Survivors are running to the hills to escape, hoping for safety in remote places. As another refugee, you're here to carve out a new life for yourself - by any means necessary."
1887,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,"25 Aug, 2017",CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,"['Action', 'Adventure', 'Strategy']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",0.0,0.0,1.0,,,,0.8525023156969687,543870,"['Action', 'Adventure', 'Anime', 'Strategy', 'Fighting', 'Multiplayer', 'Ninja', 'Story Rich', 'Open World', '3D Fighter', 'Singleplayer']","NARUTO SHIPPUDEN: Ultimate Ninja STORM 2 is a tour de force of Naruto thrills and spills. Impressively faithful to the universe of the anime, the game takes players through the Shippuden story arc. Ultimate Ninja STORM 2 has been remastered in HD."
1888,Iris.Fall,"7 Dec, 2018",NEXT Studios,NEXT Studios,"['Adventure', 'Casual', 'Indie']",1249.0,"['English', 'Simplified Chinese', 'French', 'Italian', 'German', 'Russian', 'Japanese', 'Polish', 'Thai', 'Traditional Chinese', 'Portuguese - Brazil', 'Vietnamese', 'Korean', 'Spanish - Latin America']",1.0,0.0,1.0,,,,0.850787997324845,907470,"['Adventure', 'Casual', 'Puzzle', 'Indie', 'Horror', 'Female Protagonist', 'Atmospheric', 'Singleplayer', 'Stylized']","Iris.Fall is a puzzle adventure game featuring striking visuals and a spellbinding theme of ""light and shadow""."
1889,Last Day of June,Aug 2017,Ovosonico,505 Games,"['Adventure', 'Indie']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0.0,0.0,1.0,,,,0.838747050233662,635320,"['Adventure', 'Indie', 'Atmospheric', 'Story Rich', 'Choices Matter', 'Great Soundtrack', 'Drama', 'Romance', 'Relaxing', 'Singleplayer', 'Cinematic', 'Casual', 'Walking Simulator', 'Beautiful', 'Time Travel', 'Third Person', 'Puzzle', 'RPG', 'Short', 'Emotional']","A deep, interactive adventure about love and loss, beautifully depicted and offering an intense cinematic experience. What would you do to save the one you love?"
1890,METAL SLUG X,"2 Oct, 2014",SNK CORPORATION,SNK CORPORATION,['Action'],799.0,"['English', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese']",0.0,0.0,1.0,,,,0.8487809718511782,312610,"['Action', 'Arcade', 'Co-op', 'Classic', ""Shoot 'Em Up"", '2D', 'Retro', 'Multiplayer', 'Side Scroller', 'Pixel Graphics', 'Local Co-Op', 'Shooter', 'Great Soundtrack', 'Difficult', 'Singleplayer', 'Old School', 'Adventure', 'Anime', 'Platformer', 'Local Multiplayer']","“METAL SLUG X”, one of the most highly praised titles in the series among Metal Slug fans for its refined balance and game volume, heads out to the Steam gaming platform!"
1891,Clue/Cluedo: The Classic Mystery Game,"17 May, 2018",Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,"['Casual', 'Strategy']",1479.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Spanish - Latin America']",1.0,0.0,1.0,,,,0.8432824250520178,794800,"['Board Game', 'Strategy', 'Casual', 'Mystery', 'Family Friendly', 'Tabletop', 'Detective', 'Investigation', 'Puzzle', 'Crime', 'Logic', 'Card Game', 'Singleplayer', 'Turn-Based Strategy', 'Puzzle Platformer', '2D', 'PvP', '3D', '4 Player Local', 'Trading Card Game']","The official digital version of Hasbro’s classic mystery board game, Cluedo (Clue). Roll the dice and launch into a murder investigation. Whodunit? With what weapon? Where? You’ll need all your brain power to find the answers you need, as you race your friends and family to the truth!"
1892,OVR Toolkit,"28 Jun, 2019",Curtis English,Curtis English,['Utilities'],999.0,"['English', 'Japanese', 'Korean', 'Czech', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'French', 'Spanish - Spain', 'Dutch', 'Finnish', 'Portuguese - Brazil', 'Russian']",0.0,0.0,0.0,,,,0.8516049276864875,1068820,"['Utilities', 'VR', 'Software']","OVR Toolkit is a utility application designed to make viewing the desktop in VR simple and fast, it allows for viewing the desktop within VR, placing desktop windows around the world, mouse input, typing with a virtual keyboard, and quickly switching between windows."
1893,GemCraft - Frostborn Wrath,"10 Jan, 2020",Game in a Bottle,Game in a Bottle,"['Action', 'Indie', 'Strategy']",1159.0,['English'],0.0,0.0,1.0,,,,0.848556861011774,1106530,"['Strategy', 'Indie', 'Tower Defense', 'Action', 'Singleplayer', 'Difficult', '2D', 'Top-Down', 'Dark Fantasy', 'Fantasy', 'Classic', 'Tactical', 'Great Soundtrack', 'Magic', 'Medieval']","The epic tower defense dark fantasy journey continues! Create powerful gems with various abilities and take on the battle against an endlessly flowing army of monsters, and face the growing darkness as you fight your way back towards the Spiritforge."
1894,Growing Up,"13 Oct, 2021",Vile Monarch,Vile Monarch,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",1479.0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Russian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil']",0.0,0.0,1.0,,,,0.8466603490496141,1191120,"['Story Rich', 'Simulation', 'Emotional', 'Life Sim', 'RPG', 'Choices Matter', 'Adventure', 'Singleplayer', 'Casual', 'Choose Your Own Adventure', 'Multiple Endings', 'Management', 'Cute', 'America', 'Visual Novel', ""1990's"", 'Hand-drawn', '2D', 'LGBTQ+', 'Dating Sim']","This is the story of your life. Experience the entire journey from toddler to adulthood. Go to schools, learn new things, meet new friends, and have wild adventures! Every choice you make will influence your future career, and decide who your romantic partner will be. Who will you become?"
1895,Euro Truck Simulator 2 - Heavy Cargo Pack,"12 May, 2017",SCS Software,SCS Software,"['Indie', 'Simulation']",499.0,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese - Portugal', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek']",0.0,0.0,1.0,,,,0.8525488489853992,531131,"['Simulation', 'Indie', 'Driving', 'Open World', 'Multiplayer', 'Singleplayer', 'Moddable', 'Realistic', 'Free to Play', 'Casual', 'Online Co-Op', 'Atmospheric']","Test your truck driver skills with new trailers and cargoes included in Heavy Cargo Pack. Take advantage of high-tech trailers supporting steerable axles for safer navigation around tight bends. With rebalanced game physics and loads weighing in at up to 60 tons, this DLC will challenge you with all-new heavy haul duties."
1896,ZED ZONE,"29 Mar, 2023",Leven Liu,INDIECN,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",1179.0,"['English', 'Simplified Chinese']",0.0,0.0,1.0,,,,0.8481269246606999,1211600,"['Early Access', 'Survival', 'Zombies', 'Open World', 'Post-apocalyptic', 'Sandbox', 'Pixel Graphics', 'Building', 'Crafting', 'Action', 'Top-Down', 'Simulation', 'RPG', 'Walking Simulator', 'Roguelike', '2D', 'Traditional Roguelike', 'Outbreak Sim', 'Roguelite', '2.5D']","A great catastrophe has come, and you, who are on duty, crash and trapped in a Zed Zone. There are zombies and monsters everywhere, In order to escape, by collecting materials, upgrading skills, building shelters, defeating zombie waves and mysterious mechs, chasing a glimmer of hope."
1897,AI: THE SOMNIUM FILES - nirvanA Initiative,"24 Jun, 2022","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",['Adventure'],5999.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,,,,0.8517061635522505,1449200,"['Visual Novel', 'Mystery', 'Anime', 'Adventure', 'Sci-fi', 'Detective', 'Investigation', 'Futuristic', 'Noir', 'Psychedelic', 'Artificial Intelligence', 'Conspiracy', 'Illuminati', 'Crime', 'Interactive Fiction', 'Drama', '3D', 'Philosophical', 'Surreal', 'Choose Your Own Adventure']","Special Agents Mizuki and Ryuki, along with their AI partners Aiba and Tama, are tasked to solve the bizarre Half Body serial killings in this sequel to the critically acclaimed AI: THE SOMNIUM FILES."
1898,Old Man's Journey,"17 May, 2017",Broken Rules,Broken Rules,"['Adventure', 'Casual', 'Indie']",799.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",1.0,0.0,1.0,,,,0.8420999443798556,581270,"['Adventure', 'Casual', 'Indie', 'Puzzle', 'Point & Click', 'Atmospheric', 'Hand-drawn', 'Great Soundtrack', 'Story Rich', '2D', 'Stylized', 'Colorful', 'Singleplayer', 'Drama', 'Family Friendly', 'Interactive Fiction', 'Exploration', 'Mystery', 'Cartoon', 'Short']","Old Man’s Journey, a soul-searching puzzle adventure, tells a story of life, loss, and hope. Interacting with the world around you, you'll shape the landscape to create the old man's path forward. Experience heartache and hope as you embark on a heartfelt journey through a sunkissed world."
1899,Crysis 3 Remastered,"17 Nov, 2022",Crytek,Crytek,['Action'],2999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0.0,1.0,1.0,,,,0.843989886336398,2096610,"['Action', 'FPS', 'Shooter', 'Hero Shooter', 'Aliens', 'Sci-fi', 'Post-apocalyptic', 'First-Person', 'Dystopian ', 'Sandbox', 'Futuristic', ""Shoot 'Em Up"", 'War', 'Combat', 'Physics', 'PvE', 'Stealth', 'Singleplayer', 'Story Rich', 'Violent']","Experience the single-player experience from the iconic first-person shooter, Crysis 3, optimized to take advantage of today's hardware in Crysis 3 Remastered."
1900,Knights of Pen and Paper 2,"20 Oct, 2015",Kyy Games,Paradox Interactive,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",799.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian']",1.0,0.0,1.0,,,,0.8355252110594044,310060,"['RPG', 'Adventure', 'Turn-Based', 'Strategy', 'Pixel Graphics', 'Indie', 'Simulation', 'Singleplayer', 'Fantasy', 'Comedy', 'Funny', 'Casual', '2D', 'Turn-Based Combat', 'JRPG', 'Party-Based RPG', 'Multiplayer']","Prepare to inhabit a world of chivalry, class warfare and off-beat pop references. Knights of Pen &amp; Paper 2 is a turn-based, retro style, pixel-art adventure full of danger, intrigue, death, and saving throws!"
1901,Supreme Commander,"20 Feb, 2007",Gas Powered Games,Square Enix,['Strategy'],999.0,"['English', 'Czech', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",0.0,0.0,1.0,,,,0.8519556082807204,9350,"['Strategy', 'RTS', 'Sci-fi', 'Multiplayer', 'Real-Time', 'Base Building', 'Co-op', 'Real-Time with Pause', 'Singleplayer', 'Robots', 'Action', 'Classic', 'Space', 'Great Soundtrack']","For a thousand years, three opposing forces have waged war for what they believe is true. There can be no room for compromise: their way is the only way. Dubbed The Infinite War, this devastating conflict has taken its toll on a once-peaceful galaxy and has only served to deepen the hatred between the factions."
1902,Ben and Ed - Blood Party,"13 Feb, 2018",Sluggerfly,Sluggerfly,"['Action', 'Indie']",1499.0,['English'],1.0,0.0,1.0,,,,0.8446462575418532,500260,"['Multiplayer', 'Zombies', 'Co-op', 'Action', 'Indie', 'Funny', 'Level Editor', 'Parkour', '3D Platformer', 'Gore', 'Violent', 'Horror', 'Platformer', '4 Player Local', 'Singleplayer', 'Third Person', 'Split Screen', 'Local Multiplayer']","Welcome to the Blood Party! Play together with up to 3 people and compete in deadly game shows. Customize your zombie, build your own levels, share them via Steam Workshop and die a lot."
1903,Fabledom,"13 Apr, 2023",Grenaa Games,Dear Villagers,"['Casual', 'Simulation', 'Strategy', 'Early Access']",1599.0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil']",0.0,0.0,1.0,,,,0.8406665486017673,1651560,"['Early Access', 'City Builder', 'Relaxing', 'Sandbox', 'Diplomacy', 'Colony Sim', 'Economy', 'Romance', 'Fantasy', 'Cartoony', 'Procedural Generation', 'Resource Management', 'PvE', 'Strategy', 'Base Building', '3D', 'Cute', 'Funny', 'Colorful', 'Conversation']","Once upon a Village... Set in a wholesome fairytale world, Fabledom is the ideal laid back City builder. Enjoy the growth of your settlement, trade and use diplomacy to ally or challenge your neighbors, and most importantly, find yourself a prince or princess and live happily ever after!"
1904,Ideology in Friction,"13 Jun, 2019",ONEONE1,Kagura Games,"['Indie', 'RPG']",2099.0,"['English', 'Japanese', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.8450813690983808,1011940,"['Nudity', 'Sexual Content', 'RPG', 'Indie', 'Mature', 'RPGMaker', 'Female Protagonist', 'Hentai', 'Anime', 'JRPG', 'Multiple Endings', 'Memes', 'NSFW', '2D']","Ideology in Friction is the story of two knights, Clacier and Annette. They're forced into an impossible situation where they must make a decision that will change their entire lives. What does this destiny have in store for them? Find out in Ideology in Friction!"
1905,SteamWorld Quest: Hand of Gilgamech,"31 May, 2019",Image & Form Games,Thunderful Publishing,"['Adventure', 'RPG']",2499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",1.0,0.0,1.0,,,,0.8386596851967951,804010,"['Card Battler', 'Turn-Based', 'Card Game', 'Party-Based RPG', 'RPG', '2D', 'Deckbuilding', 'Turn-Based Combat', 'Steampunk', 'Cartoony', 'Colorful', 'Fantasy', 'Magic', 'Robots', 'Atmospheric', 'Adventure', 'Singleplayer', 'Indie', 'Great Soundtrack', 'Casual']",Lead a party of aspiring heroes through a beautifully hand-drawn world and intense battles using only your wits and a handful of cards. Take on whatever threat comes your way by crafting your own deck choosing from over 100 unique punch-cards!
1906,"I Have No Mouth, and I Must Scream","31 Oct, 1996",Cyberdreams,Nightdive Studios,['Adventure'],599.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,0.0,1.0,,,,0.8420784666193554,245390,"['Point & Click', 'Adventure', 'Horror', 'Classic', 'Retro', 'Based On A Novel', 'Story Rich', 'Cult Classic', 'Singleplayer', ""1990's"", 'Dark', 'Psychological Horror', '2D', 'Post-apocalyptic', 'Surreal', 'Great Soundtrack', 'Puzzle', 'Funny', 'Cyberpunk', 'Sci-fi']","The adventure plunges you into the tortured and hidden past of five humans. Delve into their darkest fears. Outwit the Master Computer AM in a game of psychological warfare. Disturbing, compelling. An adventure you won't easily forget !!"
1907,realMyst: Masterpiece Edition,"5 Feb, 2014",Cyan Worlds Inc,Cyan Worlds Inc,"['Adventure', 'Indie']",1749.0,['English'],0.0,0.0,1.0,,,,0.8462813118216335,244430,"['Adventure', 'Puzzle', 'Point & Click', 'Exploration', 'Mystery', 'Classic', 'First-Person', 'Indie', 'Remake', 'Story Rich', 'Relaxing', 'Nostalgia', 'Singleplayer', 'Atmospheric', 'Difficult', 'Beautiful', 'Walking Simulator', 'Surreal', 'FMV', 'Casual']","Released in 2014, experience one of the first 3D adaptations of the renowned puzzle-adventure game Myst! Each discovery you make, every puzzle you solve, will bring you closer to reversing a wrong that has gone unchecked for ages."
1908,Valfaris,"10 Oct, 2019",Steel Mantis,Big Sugar,"['Action', 'Indie']",2099.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Turkish', 'Finnish', 'Korean', 'Simplified Chinese']",1.0,1.0,1.0,,,,0.8146304705652454,600130,"['Action', 'Indie', 'Gore', 'Platformer', 'Pixel Graphics', '2D', 'Great Soundtrack', 'Violent', 'Side Scroller', 'Retro', 'Sci-fi', 'Singleplayer', 'Dark', 'Gothic', ""Shoot 'Em Up"", 'Difficult', 'Fantasy', 'Nudity', 'Horror', 'Metroidvania']","Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell. Brutal combat. Deadly enemies. Stunning pixel art. Savage soundtrack. Get ready to rip the galaxy a new wormhole."
