,Name,Date,Developer,Publisher,Genre,Price,Langs,DLC,Mature,Single,Total Review Cnt,Pos Review Cnt,Neg Review Cnt,Score,appid,Tags,description
1359,Quern - Undying Thoughts,"28 Nov, 2016",Zadbox Entertainment,Zadbox Entertainment,"['Adventure', 'Indie']",2299.0,"['English', 'French', 'Hungarian', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Czech', 'Polish', 'Simplified Chinese']",1.0,0.0,1.0,,,,0.8816305329172478,512790,"['Adventure', 'Puzzle', 'Mystery', 'Atmospheric', 'Exploration', 'Singleplayer', 'Story Rich', 'First-Person', 'Narration', 'Investigation', '3D', 'Soundtrack', 'Cinematic', 'Relaxing', 'Steampunk', 'Surreal', 'Drama', 'Difficult', 'Point & Click', 'Open World']","Discover the truth about Quern’s past, unfold the mysteries of its present, and be the explorer who shapes its future. Quern introduces reusable puzzle mechanics to the classic genre, making the player think about the game as a whole, and not just as a series of individual challenges."
1360,DEEEER Simulator: Your Average Everyday Deer Game,"23 Nov, 2021",Gibier Games,PLAYISM,"['Action', 'Casual', 'Indie', 'Simulation']",1249.0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Korean']",1.0,0.0,1.0,,,,0.8764698484974296,1018800,"['Exploration', 'Sandbox', 'Physics', 'Funny', 'Third Person', 'Cute', 'Parody ', 'Surreal', 'Open World', 'Horses', 'Action', 'Simulation', 'Comedy', 'Casual', 'Fantasy', 'Adventure', 'Memes', 'Destruction', 'Singleplayer', 'Indie']","Put simply, DEEEER Simulator is a “Slow-Life Town Destruction Game”. You can spend your days enjoying a nice, relaxed frolic here and there together with the other animals around town, or you can choose to relieve some stress and absolutely destroy the town and everything in it."
1361,Alina of the Arena,"13 Oct, 2022",PINIX,PINIX,"['Indie', 'Strategy']",1249.0,"['English', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Japanese', 'German', 'Spanish - Latin America', 'Russian']",1.0,0.0,1.0,,,,0.8806954445507647,1668690,"['Roguelike Deckbuilder', 'Roguelike', 'Turn-Based Tactics', 'Hex Grid', 'Card Game', 'Roguelite', 'Strategy', 'Difficult', 'Turn-Based Strategy', 'Female Protagonist', 'Pixel Graphics', 'Deckbuilding', 'Dark Fantasy', 'Indie', 'Singleplayer', 'RPG', 'Card Battler', 'Early Access', 'Anime']","A roguelike deckbuilding tactics game that combines elements from 'Slay the Spire' and 'Into the Breach'. Play as a gladiator to survive. With roguelike deckbuilding and hex-based tactics, no longer bound by simple attack and defense. Make use of dodges and knockbacks to stay alive!"
1362,Low Magic Age,"10 Jan, 2017",Low Magic Studios,Low Magic Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",1479.0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Japanese', 'Italian']",0.0,0.0,1.0,,,,0.8698514884617384,576770,"['Early Access', 'Dungeons & Dragons', 'Turn-Based Combat', 'Turn-Based Tactics', 'Party-Based RPG', 'Turn-Based Strategy', 'Turn-Based', 'Dungeon Crawler', 'Grid-Based Movement', 'Team-Based', 'Medieval', 'Old School', 'Character Customization', 'Traditional Roguelike', 'Tactical RPG', 'Strategy RPG', 'CRPG', 'Sandbox', 'Roguelike', 'Adventure']","Adventure and fight in a medieval fantasy open world! Build heroic characters with various abilities, travel through villages, cities, or perilous dungeons. Strategic turn-based combat system and advanced character building - Fog of war, charging and flanking, and more in the fast-paced Arena mode."
1363,Serious Sam Classics: Revolution,"30 Aug, 2019",Croteam,Devolver Digital,"['Action', 'Indie']",975.0,"['English', 'Russian']",0.0,0.0,1.0,,,,0.8750821295003218,227780,"['Action', 'FPS', 'Classic', 'Shooter', 'Indie', 'Co-op', 'First-Person', 'Old School', 'Multiplayer', 'Comedy', 'Gore', 'Sci-fi', 'Funny', 'Remake', 'Difficult', 'Early Access', 'Split Screen', 'Atmospheric', 'Adventure', 'Survival']","Serious Sam is a high-adrenaline arcade-action shooter heavily focused on frantic action. In a world where cyberpunk meets fantasy-fiction and advanced technology is mixed with black magic and psycho-powers, Sam travels through four beautiful worlds, confronting countless foes on his way to Mental's base."
1364,Root,"24 Sep, 2020",Dire Wolf,Dire Wolf,"['Indie', 'Simulation', 'Strategy']",1249.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Czech', 'Japanese', 'Polish', 'Russian']",1.0,0.0,1.0,,,,0.8717512577919454,965580,"['Board Game', 'Strategy', 'Tabletop', 'War', 'Wargame', 'Cute', 'Indie', 'Simulation', 'PvP', 'Turn-Based Strategy', 'Singleplayer', 'Touch-Friendly', 'Asynchronous Multiplayer', 'Multiplayer', 'Card Game', 'Early Access', 'Puzzle', 'Solitaire', 'Top-Down', 'Cartoony']",Might makes right in the wild wood! The award-winning board game of asymmetrical woodland warfare comes to cross-platform digital play! Combine subtle strategy and bold daring to guide your forest faction to victory!
1365,Trover Saves the Universe,"4 Jun, 2019","Squanch Games, Inc.","Squanch Games, Inc.","['Action', 'Adventure', 'Indie']",2499.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",0.0,1.0,1.0,,,,0.8768519973709111,1051200,"['Adventure', 'Indie', 'Action', 'VR', 'Comedy', 'Dark Humor', 'Funny', '3D Platformer', 'Singleplayer', 'Dark Comedy', 'Platformer', 'Gore', 'Colorful', 'Atmospheric', 'Psychological Horror', 'Sci-fi', 'Cartoony', 'Third Person', 'Combat', 'Controller']",From Squanch Games comes Trover Saves the Universe. Your pups are missing. The cosmos is at stake. Only you and Trover can save everything in this bizarre comedy adventure!
1366,Boris and the Dark Survival,"10 Feb, 2020",Joey Drew Studios,Joey Drew Studios,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",239.0,['English'],0.0,0.0,1.0,,,,0.8778262659934152,1236990,"['Action', 'Adventure', 'Horror', 'Indie', 'Strategy', 'Casual', 'Survival Horror', 'Survival', 'Singleplayer', 'Cartoony', 'Top-Down', 'Arcade', 'Roguelike', 'Action-Adventure', 'Atmospheric', 'Dark', 'Action Roguelike', 'Story Rich', 'Third Person', 'Exploration']",A lone wolf struggles to survive the inky abyss of Joey Drew Studios in this top-down survival horror.
1367,SurrounDead,"24 Jun, 2022",PlaySurrounDead,PlaySurrounDead,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",1179.0,['English'],0.0,1.0,1.0,,,,0.8602359787837516,1645820,"['Zombies', 'Post-apocalyptic', 'Survival', 'Open World', 'RPG', 'Exploration', 'Singleplayer', 'Shooter', 'Third Person', 'Early Access', 'Indie', 'Loot', 'First-Person', 'Adventure', 'Action', 'PvE', 'Third-Person Shooter', 'Base Building', 'Open World Survival Craft', 'Action RPG']",SurrounDead is an open world survival game. Taking place in a world ravaged by an apocalyptic catastrophe. The dead reign free and will stop at nothing to kill you.
1368,Legend of Grimrock 2,"15 Oct, 2014",Almost Human Games,Almost Human Games,"['Adventure', 'Indie', 'RPG']",2199.0,['English'],0.0,0.0,1.0,,,,0.8729430904644477,251730,"['Dungeon Crawler', 'RPG', 'Grid-Based Movement', 'First-Person', 'Adventure', 'Fantasy', 'Puzzle', 'Indie', 'Singleplayer', 'Party-Based RPG', 'Atmospheric', 'Difficult', 'Old School', 'Level Editor', 'Exploration', 'Great Soundtrack', 'Moddable', 'Turn-Based', 'Action', 'Retro']","Legend of Grimrock 2 is a dungeon crawling role playing game with a modern execution but an oldschool heart. A group of four prisoners have shipwrecked on the secluded Isle of Nex. The island is filled with ancient crumbled ruins, mysterious shrines and a vast underground network of dungeons."
1369,X-Morph: Defense,"30 Aug, 2017",EXOR Studios,EXOR Studios,"['Action', 'Indie', 'Strategy']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Hungarian']",1.0,0.0,1.0,,,,0.8819464766234949,408410,"['Tower Defense', 'Strategy', 'Action', 'Indie', 'Co-op', 'Local Co-Op', 'Aliens', 'Sci-fi', 'Twin Stick Shooter', 'Shooter', 'Destruction', 'Top-Down Shooter', 'Futuristic', 'Singleplayer', 'Isometric', 'Top-Down', 'Replay Value', 'Controller', 'Difficult', 'Villain Protagonist']",Unique fusion of a top-down shooter and tower defense strategy. You are the invader! Use destructive weapons or lead your enemies into a maze of towers. Strategize in the build mode by carefully selecting various types of alien towers or throw yourself right into the heat of the battle.
1370,BlazBlue: Chronophantasma Extend,"2 Mar, 2016",Arc System Works,"H2 Interactive Co., Ltd.",['Action'],2799.0,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",0.0,0.0,1.0,,,,0.87203454346585,388750,"['Anime', 'Fighting', '2D Fighter', 'Action', 'Great Soundtrack', 'Story Rich', 'Visual Novel', 'Arcade', 'Multiplayer', '2D', 'Local Multiplayer', 'eSports', 'Singleplayer', 'Cute', 'Controller', 'Difficult', 'Nudity', 'Competitive', 'Comedy', 'Hentai']","'BlazBlue: Chronophantasma Extend' is the sixth installment of the BlazBlue series, a combination of 2D fighting action game and visual novel."
1371,Euro Truck Simulator 2 - Beyond the Baltic Sea,"29 Nov, 2018",SCS Software,SCS Software,"['Indie', 'Simulation']",1799.0,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese - Portugal', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']",0.0,0.0,1.0,,,,0.8805335229694892,925580,"['Automobile Sim', 'Simulation', 'Open World', 'Driving', 'Indie', 'Multiplayer', 'Realistic', 'Singleplayer', 'Exploration', 'Atmospheric', 'Adventure', 'Free to Play', 'Moddable', 'First-Person', 'Action', 'Casual']","Beyond the Baltic Sea DLC brings to Euro Truck Simulator 2 the countries of Lithuania, Latvia and Estonia, parts of western Russia, and the south of Finland."
1372,Guacamelee! 2,"21 Aug, 2018",DrinkBox Studios,DrinkBox Studios,"['Action', 'Adventure', 'Indie']",1950.0,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Korean', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",1.0,0.0,1.0,,,,0.8723476619232674,534550,"['Metroidvania', 'Adventure', 'Action', 'Indie', 'Platformer', 'Co-op', ""Beat 'em up"", '2D', 'Local Multiplayer', 'Funny', 'Controller', 'Side Scroller', '4 Player Local', 'Singleplayer', 'Great Soundtrack', 'Comedy', 'Wrestling', 'Action-Adventure', 'Multiple Endings', 'Fantasy']","Head back to the Mexiverse in this long-awaited sequel to the smash hit Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring a dense and colorful world, new luchador moves, sassy new bosses, twice the enemies, and 300% more chickens!"
1373,Lost in Random™,"10 Sep, 2021",Zoink,Electronic Arts,"['Action', 'Adventure', 'Indie']",2999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",0.0,0.0,1.0,,,,0.8651163445205668,1462570,"['Adventure', 'Action', 'Gothic', 'Action-Adventure', 'Indie', 'Exploration', 'Singleplayer', 'Comedy', 'Fantasy', 'Story Rich', 'Deckbuilding', 'Action RPG', 'Combat', 'Female Protagonist', 'Real-Time with Pause', 'Third Person', 'Soundtrack', 'Dark Fantasy', 'Atmospheric', 'Co-op']","Play the odds in Lost in Random™, a gothic-fairy-tale-inspired action-adventure where every citizen’s fate is determined by a roll of the dice."
1374,Wanba Warriors,"25 Mar, 2020",Wanba Studio,BD Games,"['Action', 'Indie']",399.0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'Russian', 'Spanish - Spain', 'Spanish - Latin America']",1.0,0.0,1.0,,,,0.8713748389350224,1021770,"['Fighting', 'Multiplayer', 'Funny', 'PvP', 'Parody ', 'Local Multiplayer', 'eSports', 'Local Co-Op', 'Physics', '2D', 'Comedy', 'Controller', 'Action', 'Cute', 'Memes', 'Stylized', '2D Fighter', 'Combat', 'Family Friendly', 'Online Co-Op']","Have you got what it takes to be a Wanba Warrior? Step into the absurd world of calligraphy combat and prepare to lay the smackdown upon all who dare to oppose you, dishing out damage with your chosen ink brush of brutality! highly recommend playing with controllers."
1375,Scanner Sombre,"26 Apr, 2017",Introversion Software,Introversion Software,"['Adventure', 'Indie']",589.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Norwegian', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Bulgarian', 'Czech', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian']",1.0,0.0,1.0,,,,0.8561066459068438,475190,"['Exploration', 'Walking Simulator', 'Horror', 'Atmospheric', 'Indie', 'Adventure', 'First-Person', 'VR', 'Singleplayer', 'Short', 'Psychological Horror', 'Colorful', 'Action', 'Casual', 'Lovecraftian', 'Sci-fi', 'Jump Scare', 'Underground', 'Linear', 'Mystery Dungeon']","Inspired by Gone Home and Dear Esther, Scanner Sombre is a cave exploration experience. With stunning visuals and a terrifying theme, it is the 6th major video game released by Introversion Software - creators of the BAFTA award winning Prison Architect as well as Uplink, Darwinia and DEFCON."
1376,Immortal Redneck,"25 Apr, 2017",Crema,Crema,"['Action', 'Indie']",1995.0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Portuguese - Portugal', 'Simplified Chinese', 'Polish', 'Korean']",1.0,0.0,1.0,,,,0.8736850045738502,595140,"['Action Roguelike', 'Roguelite', 'FPS', 'Action', 'Indie', 'Shooter', 'Singleplayer', 'Procedural Generation', 'First-Person', 'Difficult', 'Fast-Paced', 'Perma Death', 'Funny', 'Roguelike']","Immortal Redneck is a FPS set in Egypt with rogue-lite elements. Frantic gameplay, twitch controls and an arcade-style feel meet randomly generated dungeons, a complete skill tree, permanent death and 9 classes with different traits."
1377,GUILTY GEAR Xrd -SIGN-,"9 Dec, 2015",Arc System Works,Arc System Works,['Action'],2799.0,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",1.0,0.0,1.0,,,,0.8705097119454601,376300,"['Fighting', 'Anime', '2D Fighter', 'Great Soundtrack', 'Action', 'Arcade', 'Multiplayer', 'eSports', 'Singleplayer', 'Story Rich', '2.5D', 'Competitive', 'Cute', 'Local Multiplayer', '2D', 'Visual Novel']",Kept you waitin'. GUILTY GEAR Xrd -SIGN- is finally here on Steam!
1378,Full Metal Furies,"17 Jan, 2018",Cellar Door Games,Cellar Door Games,"['Action', 'Adventure', 'Indie', 'RPG']",1950.0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Korean']",1.0,0.0,1.0,,,,0.8748112072534097,416600,"['Action', 'Co-op', 'Indie', 'RPG', ""Beat 'em up"", 'Adventure', 'Female Protagonist', 'Local Co-Op', '4 Player Local', 'Online Co-Op', 'Pixel Graphics', 'Action RPG', 'Puzzle', '2D', 'Local Multiplayer', 'Difficult', 'Side Scroller', 'Bullet Hell', 'Multiplayer', 'Funny']","From the creators of Rogue Legacy comes a ""true-cooperative"" action RPG. FULL METAL FURIES puts an emphasis on team play with a unique combat system where everyone is important. Play on the couch, alone or with friends, or make it an online party for up to four players!"
1379,Train Valley 2,"15 Apr, 2019",Alexey Davydov,Flazm,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",1249.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Korean', 'Turkish', 'Czech', 'Swedish']",1.0,0.0,1.0,,,,0.8684054061352076,602320,"['Puzzle', 'Minimalist', 'Stylized', 'Family Friendly', 'Strategy', 'Simulation', 'Casual', 'Indie', 'Management', 'Relaxing', 'Building', 'Singleplayer', 'Transportation', 'Level Editor', 'Trains', 'Adventure', 'Time Management', 'City Builder', 'Sandbox', 'Real Time Tactics']","Build bigger and more complex railway networks than ever before! Building on the success of the original, you’ll get more of what you loved about the original and then some. With increasingly difficult and complex challenges from local industries, the Valley has never felt so vast! ALL ABOARD!"
1380,Garden Paws,"18 Dec, 2018",Bitten Toast Games Inc.,Bitten Toast Games Inc.,"['Adventure', 'Indie', 'RPG', 'Simulation']",1679.0,['English'],1.0,0.0,1.0,,,,0.8739355858334893,840010,"['Exploration', 'Sandbox', 'Agriculture', 'Building', 'Crafting', 'Farming Sim', 'Cute', 'RPG', 'Relaxing', 'Open World', 'Casual', 'Family Friendly', 'Simulation', 'Co-op', 'Cartoony', 'Moddable', 'Wholesome', 'Multiplayer', 'Online Co-Op', 'Cozy']",You have inherited your grandparents farm as they set off to travel the world. Work with Frank at the local construction shop to finish off the final touches on your new home. Aid Frank and Mayor Wilson in building up the town so it may reach it's full potential.
1381,Lonely Mountains: Downhill,"23 Oct, 2019",Megagon Industries,Thunderful Publishing,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",1999.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Polish', 'Turkish']",1.0,0.0,1.0,,,,0.876793580368669,711540,"['Racing', 'Sports', 'Indie', 'Bikes', 'Physics', 'Singleplayer', 'Simulation', 'Action', 'Cycling', 'Open World', 'Difficult', 'Fast-Paced', '3D', 'Offroad', 'Atmospheric', 'Driving', 'Funny', 'Competitive', 'Multiplayer', 'Realistic']","Just you and your bike - take it on a thrilling ride down an unspoiled mountain landscape. Make your way through thick forests, narrow trails and wild rivers. Race, jump, slide and try not to crash - all the way from the peak to the valley!"
1382,Starcom: Nexus,"12 Dec, 2019","Wx3 Labs, LLC","Wx3 Labs, LLC","['Action', 'Adventure', 'Indie', 'RPG']",1679.0,"['English', 'German', 'Russian']",0.0,0.0,1.0,,,,0.8681279303296705,863590,"['Space', 'RPG', 'Action', 'Sci-fi', 'Adventure', 'Indie', 'Exploration', 'Open World', 'Space Sim', 'Story Rich', 'Top-Down', 'Building', 'Action RPG', 'Beautiful', '2D', 'Singleplayer']","Suddenly thrown into an unknown galaxy, you must explore, fight or befriend aliens and transform your ship from a small survey vessel into a powerful battlecruiser to unravel the mystery of the forces that brought you here and find your way home."
